sample_name,emergence_date,site,color,batch,predation,temperature,photo_number,snail_number,length,width
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,2,3.45,2.38
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,3,3.78,2.57
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,4,3.55,2.46
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,5,3.03,2.18
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,6,3,2.05
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,7,3.62,2.27
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,8,3.94,2.76
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,9,3.67,2.59
RIR2,20250801,Ram Island,Red,2,Crab,Heated,4,10,3.06,2.09
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,1,2.68,1.72
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,2,2.29,1.44
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,3,2.35,1.77
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,4,3.28,2.03
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,5,2.69,2
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,6,3.01,1.95
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,7,2.74,1.79
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,8,2.54,1.78
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,9,2.39,1.81
BRP2,20250804,Bass Rock,Pink,2,No crab,Heated,11,10,2.92,1.9
BRP3,20250804,Bass Rock,Pink,3,No crab,Heated,5,1,3.13,2.32
BRP3,20250804,Bass Rock,Pink,3,No crab,Heated,5,2,3.38,2.14
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,1,3.91,2.45
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,2,3.38,2.36
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,3,3.55,2.59
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,4,3.74,2.51
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,5,3.1,2.12
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,6,2.82,2.07
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,7,3.38,2.26
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,8,3.55,2.49
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,9,2.91,1.91
BRP4,20250804,Bass Rock,Pink,4,No crab,Heated,9,10,3.62,2.44
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,1,2.43,1.74
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,2,2.99,2.25
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,3,3.29,2.21
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,4,2.62,1.71
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,5,3.05,1.92
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,6,2.84,1.72
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,7,2.98,1.96
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,8,2.75,1.74
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,9,2.53,1.77
BRR4,20250804,Bass Rock,Red,4,Crab,Heated,10,10,2.64,1.83
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,1,4.06,2.59
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,2,4.06,2.66
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,3,3.94,2.54
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,4,4.24,2.74
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,5,4.16,2.63
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,6,4.37,2.77
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,7,3.64,2.27
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,8,3.79,2.56
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,9,4.16,2.6
RIG2,20250804,Ram Island,Green,2,No crab,Ambient,7,10,3.78,2.71
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,1,3.57,2.29
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,2,2.33,1.74
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,3,2.83,1.9
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,4,2.89,1.79
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,5,3.03,2.04
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,6,3.44,2.08
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,7,2.93,1.92
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,8,2.87,1.93
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,9,2.85,1.9
RIP3,20250804,Ram Island,Pink,3,No crab,Heated,8,10,3.06,2.18
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,1,2.16,1.49
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,2,3.02,2.12
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,3,3.31,2.03
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,4,3.11,2.2
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,5,3.43,2.38
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,6,3.02,2.03
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,7,3.09,2.02
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,8,3.47,2.37
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,9,2.94,1.85
RIP5,20250804,Ram Island,Pink,5,No crab,Heated,6,10,3.44,2.38
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,1,2.75,1.85
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,2,3.35,2.25
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,3,3.22,2.14
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,4,2.67,1.92
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,5,2.45,1.56
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,6,3.06,1.95
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,7,2.96,1.99
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,8,2.49,1.65
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,9,2.68,1.82
BRP1,20250806,Bass Rock,Pink,1,No crab,Heated,16,10,3.63,2.45
BRP3,20250806,Bass Rock,Pink,3,No crab,Heated,12,1,3.45,2.44
BRP3,20250806,Bass Rock,Pink,3,No crab,Heated,12,2,3.09,2.11
BRP3,20250806,Bass Rock,Pink,3,No crab,Heated,12,3,3.45,2.32
BRP3,20250806,Bass Rock,Pink,3,No crab,Heated,12,4,3.69,2.42
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,1,2.43,1.7
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,2,3.03,1.91
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,3,3.06,2.08
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,4,3.14,2.03
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,5,2.3,1.54
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,6,3.13,2.09
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,7,2.07,1.46
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,8,3.26,2.07
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,9,2.94,2.05
BRP6,20250806,Bass Rock,Pink,6,No crab,Heated,18,10,3.07,2.12
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,1,3.21,2.16
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,2,2.67,1.66
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,3,2.97,2.07
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,4,2.85,2.02
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,5,3.23,2.34
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,6,2.58,1.74
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,7,3.2,2.1
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,8,3.19,2.14
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,9,2.6,1.8
BRR2,20250806,Bass Rock,Red,2,Crab,Heated,15,10,3.33,2.32
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,1,2.88,2.01
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,2,3.59,2.34
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,3,3.93,2.81
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,4,3.08,2.09
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,5,3.45,2.36
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,6,3.47,2.5
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,7,3.3,2.22
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,8,2.94,2.11
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,9,2.11,1.58
BRR3,20250806,Bass Rock,Red,3,Crab,Heated,14,10,3.04,1.91
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,1,2.78,1.85
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,2,2.91,2.01
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,3,2.76,1.79
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,4,2.54,1.79
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,5,2.7,1.84
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,6,3.15,2.04
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,7,3.22,2.28
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,8,2.94,2.03
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,9,2.94,1.95
CRB3,20250806,Castle Rock,Blue,3,Crab,Ambient,17,10,2.73,1.86
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,1,3.1,2.03
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,2,3.09,2.12
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,3,2.78,1.89
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,4,3.32,2.23
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,5,3.34,2.23
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,6,2.6,1.79
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,7,3.26,2.3
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,8,2.67,1.88
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,9,2.72,1.9
CRP1,20250806,Castle Rock,Pink,1,No crab,Heated,21,10,2.97,1.91
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,1,3.94,2.62
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,2,3.59,2.46
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,3,3.15,2.08
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,4,3.39,2.39
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,5,4.08,2.72
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,6,3.74,2.6
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,7,3.86,2.72
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,8,3.83,2.46
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,9,3.73,2.35
RIB2,20250806,Ram Island,Blue,2,Crab,Ambient,19,10,3.95,2.51
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,1,3.13,2.04
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,2,3.86,2.62
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,3,2.74,1.75
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,4,3.53,2.49
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,5,3.53,2.37
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,6,4.38,2.92
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,7,3.84,2.75
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,8,2.5,1.72
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,9,4.01,2.74
RIB4,20250806,Ram Island,Blue,4,Crab,Ambient,13,10,4.29,2.84
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,1,3.51,2.64
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,2,3.54,2.4
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,3,3.26,2.28
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,4,3.51,2.29
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,5,3.76,2.53
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,6,3.25,2.06
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,7,3.19,2.27
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,8,3.71,2.36
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,9,3.83,2.61
RIG4,20250806,Ram Island,Green,4,No crab,Ambient,20,10,3.87,2.31
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,1,3,1.97
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,2,3.1,2.18
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,3,3.89,2.32
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,4,3.5,2.33
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,5,3.29,2.18
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,6,2.24,1.61
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,7,3.97,2.55
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,8,3.53,2.28
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,9,3.58,2.3
BRB2,20250808,Bass Rock,Blue,2,Crab,Ambient,25,10,3,2.04
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,1,3.56,2.54
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,2,3.33,2.08
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,3,4.23,2.59
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,4,3.47,2.2
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,5,3.87,2.34
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,6,3.71,2.42
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,7,3.81,2.64
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,8,3.92,2.61
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,9,3.59,2.51
BRB3,20250808,Bass Rock,Blue,3,Crab,Ambient,22,10,4.16,2.67
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,1,3.5,2.26
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,2,3.69,2.34
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,3,3.32,2.17
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,4,3.37,2.31
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,5,2.95,1.82
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,6,4.01,2.67
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,7,4.25,2.99
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,8,3.79,2.33
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,9,2.66,1.66
BRG4,20250808,Bass Rock,Green,4,No crab,Ambient,24,10,3.21,2.08
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,1,2.98,2.11
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,2,3.32,2.2
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,3,2.42,1.72
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,4,2.75,1.91
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,5,3.43,2.23
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,6,2.53,1.66
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,7,3.42,2.04
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,8,2.49,1.66
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,9,2.68,1.74
CRP3,20250808,Castle Rock,Pink,3,No crab,Heated,32,10,2.72,1.84
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,1,3.64,2.43
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,2,3.3,2.24
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,3,3.49,2.17
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,4,3.34,2.07
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,5,3.73,2.66
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,6,3.11,2.08
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,7,2.88,2.02
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,8,2.79,1.94
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,9,2.41,1.72
CRP4,20250808,Castle Rock,Pink,4,No crab,Heated,30,10,3.14,2.14
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,1,3.45,2.31
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,2,3.41,2.21
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,3,2.92,2
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,4,3.47,2.38
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,5,2.97,2.1
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,6,3.36,2.36
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,7,3.23,2.33
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,8,3.78,2.46
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,9,3.56,2.46
CRR3,20250808,Castle Rock,Red,3,Crab,Heated,31,10,3.65,2.41
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,1,2.2,1.64
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,2,3.63,2.58
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,3,2.76,1.99
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,4,2.86,1.93
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,5,3,2.09
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,6,2.68,1.94
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,7,2.78,1.92
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,8,2.83,1.77
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,9,2.51,1.68
CRR4,20250808,Castle Rock,Red,4,Crab,Heated,26,10,2.9,2.07
RIB3,20250808,Ram Island,Blue,3,Crab,Ambient,27,1,3.14,2.05
RIB3,20250808,Ram Island,Blue,3,Crab,Ambient,27,2,3.24,2.11
RIB3,20250808,Ram Island,Blue,3,Crab,Ambient,27,3,3.53,2.18
RIB3,20250808,Ram Island,Blue,3,Crab,Ambient,27,4,2.99,2.16
RIB3,20250808,Ram Island,Blue,3,Crab,Ambient,27,5,2.65,1.73
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,1,2.63,1.74
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,2,2.52,1.79
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,3,2.42,1.74
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,4,3.1,2.06
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,5,3.06,2.04
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,6,2.62,1.69
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,7,2.88,2.01
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,8,1.87,1.23
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,9,2.15,1.52
RIG3,20250808,Ram Island,Green,3,No crab,Ambient,29,10,2.24,1.58
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,1,3.61,2.35
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,2,2.19,1.45
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,3,3.34,2.32
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,4,3,2.11
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,5,2.95,2.01
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,6,3.09,2.06
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,7,2.8,2
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,8,2.19,1.61
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,9,3.3,2.24
RIR3,20250808,Ram Island,Red,3,Crab,Heated,28,10,2.8,1.9
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,1,2.62,1.84
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,2,2.65,1.79
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,3,2.73,1.77
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,4,2.25,1.4
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,5,2.87,1.9
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,6,2.26,1.59
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,7,2.38,1.63
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,8,3.06,1.95
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,9,2.63,1.82
RIR5,20250808,Ram Island,Red,5,Crab,Heated,23,10,2.15,1.38
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,1,3.39,2.22
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,2,3.45,2.26
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,3,3.32,2.2
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,4,3.54,2.34
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,5,3.5,2.25
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,6,3.1,2.19
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,7,3.68,2.55
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,8,3.81,2.42
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,9,3.14,2.19
BRB1,20250811,Bass Rock,Blue,1,Crab,Ambient,41,10,3.89,2.64
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,1,3.09,1.95
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,2,2.75,1.96
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,3,3.28,1.98
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,4,3.62,2.5
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,5,3.44,2.04
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,6,2.63,1.64
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,7,2.3,1.47
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,8,3.65,2.44
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,9,1.83,1.33
BRB4,20250811,Bass Rock,Blue,4,Crab,Ambient,34,10,2.91,1.88
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,1,3.34,2
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,2,3.82,2.47
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,3,3.83,2.53
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,4,3.31,2.19
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,5,4.08,2.54
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,6,3.91,2.59
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,7,2.98,1.91
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,8,3.65,2.48
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,9,4.27,2.84
BRB6,20250811,Bass Rock,Blue,6,Crab,Ambient,35,10,4.34,2.69
BRR6,20250811,Bass Rock,Red,6,Crab,Heated,33,1,2.33,1.53
BRR6,20250811,Bass Rock,Red,6,Crab,Heated,33,2,2.78,1.81
BRR6,20250811,Bass Rock,Red,6,Crab,Heated,33,3,2.76,1.77
BRR6,20250811,Bass Rock,Red,6,Crab,Heated,33,4,2.35,1.56
